episode_id,vote_key,user_id,created_at,note
9300505,9300505-22659137-3,22659137,2022-09-06 20:42:29,5
8791888,8791888-22659137-3,22659137,2022-10-31 13:33:25,5
8287133,8287133-22659137-29,22659137,2023-01-03 23:00:35,4
8868130,8868130-22659137-3,22659137,2022-11-24 23:27:49,5
7620099,7620099-22659137-3,22659137,2022-10-24 08:25:16,5
8514939,8514939-22659137-28,22659137,2021-11-09 21:45:51,3
9505045,9505045-22659137-3,22659137,2023-03-20 21:26:49,5
9759689,9759689-22659137-29,22659137,2023-09-08 09:09:05,4
9303188,9303188-22659137-3,22659137,2023-11-19 10:51:44,5
4919988,4919988-22659137-3,22659137,2022-10-25 20:22:38,5
7687400,7687400-22659137-3,22659137,2023-10-28 23:08:24,5
9288822,9288822-22659137-27,22659137,2022-08-22 22:21:13,2
8571459,8571459-22659137-29,22659137,2023-03-26 12:34:15,4
7330252,7330252-22659137-3,22659137,2023-07-11 20:45:48,5
9238601,9238601-22659137-3,22659137,2023-01-21 12:29:33,5
6778614,6778614-22659137-29,22659137,2022-10-16 22:46:15,4
5765514,5765514-22659137-3,22659137,2022-12-03 22:43:47,5
8514943,8514943-22659137-27,22659137,2021-11-09 21:45:58,2
6778614,6778614-22659137-28,22659137,2022-10-16 22:46:14,3
9986637,9986637-22659137-29,22659137,2023-12-17 13:57:57,4
9797410,9797410-22659137-3,22659137,2023-06-21 20:49:37,5
9300505,9300505-22659137-29,22659137,2022-09-06 20:42:31,4
9607719,9607719-22659137-3,22659137,2023-03-29 21:27:12,5
9797408,9797408-22659137-3,22659137,2023-06-16 13:46:30,5
6677615,6677615-22659137-3,22659137,2022-12-05 22:40:43,5
8514942,8514942-22659137-28,22659137,2021-11-09 21:46:02,3
9010227,9010227-22659137-3,22659137,2023-03-10 23:34:52,5
9300510,9300510-22659137-29,22659137,2022-09-10 10:35:45,4
6778622,6778622-22659137-3,22659137,2022-10-18 21:21:44,5
9435211,9435211-22659137-29,22659137,2023-02-23 22:28:14,4
9607716,9607716-22659137-3,22659137,2023-03-27 21:45:33,5
9986639,9986639-22659137-3,22659137,2023-12-17 13:57:46,5
8320011,8320011-22659137-3,22659137,2023-11-04 23:12:15,5
9082153,9082153-22659137-3,22659137,2023-01-08 21:57:48,5
8481420,8481420-22659137-28,22659137,2021-11-09 21:45:11,3
9476217,9476217-22659137-29,22659137,2023-02-08 22:37:04,4
5101005,5101005-22659137-29,22659137,2022-10-30 22:49:28,4
7620105,7620105-22659137-3,22659137,2022-10-30 09:47:11,5
9782581,9782581-22659137-3,22659137,2023-07-12 23:01:27,5
9160488,9160488-22659137-3,22659137,2022-12-21 23:02:56,5
9986630,9986630-22659137-3,22659137,2023-11-28 14:11:34,5
9882279,9882279-22659137-3,22659137,2023-11-28 15:17:35,5
7537283,7537283-22659137-3,22659137,2022-12-15 14:49:53,5
9505046,9505046-22659137-3,22659137,2023-03-21 23:04:30,5
4919989,4919989-22659137-3,22659137,2022-10-27 19:31:24,5
9079008,9079008-22659137-28,22659137,2023-05-03 22:16:12,3
9010229,9010229-22659137-3,22659137,2023-03-12 22:42:26,5
6576179,6576179-22659137-3,22659137,2022-12-28 23:52:05,5
9303194,9303194-22659137-3,22659137,2023-11-15 14:07:39,5
9138256,9138256-22659137-3,22659137,2022-11-15 20:42:55,5
9706786,9706786-22659137-3,22659137,2023-04-19 18:32:17,5
9079002,9079002-22659137-3,22659137,2023-04-22 12:57:20,5
9797409,9797409-22659137-3,22659137,2023-06-19 13:21:50,5
9476216,9476216-22659137-28,22659137,2023-02-06 13:30:56,3
9765176,9765176-22659137-28,22659137,2023-08-11 11:33:59,3
9079005,9079005-22659137-28,22659137,2023-04-30 17:42:16,3
9986631,9986631-22659137-3,22659137,2023-12-03 14:05:28,5
8514937,8514937-22659137-27,22659137,2021-11-09 21:45:41,2
9564628,9564628-22659137-3,22659137,2023-07-05 12:35:17,5
9160488,9160488-22659137-29,22659137,2022-12-21 23:02:55,4
10002428,10002428-22659137-3,22659137,2023-09-09 20:46:34,5
9931638,9931638-22659137-3,22659137,2023-09-30 13:38:49,5
9577094,9577094-22659137-3,22659137,2023-02-17 23:29:58,5
9300512,9300512-22659137-3,22659137,2022-09-10 10:29:59,5
9279985,9279985-22659137-29,22659137,2023-09-04 12:31:07,4
6576170,6576170-22659137-3,22659137,2022-12-27 13:51:08,5
9300511,9300511-22659137-3,22659137,2022-09-10 10:32:15,5
9685349,9685349-22659137-3,22659137,2023-04-12 19:56:43,5
9303190,9303190-22659137-3,22659137,2023-11-18 13:21:21,5
6778623,6778623-22659137-3,22659137,2022-10-19 21:02:43,5
7620100,7620100-22659137-3,22659137,2022-10-24 13:21:57,5
7110141,7110141-22659137-3,22659137,2022-12-30 13:47:01,5
9765174,9765174-22659137-3,22659137,2023-07-27 06:18:19,5
9687833,9687833-22659137-29,22659137,2023-04-13 19:52:51,4
9685347,9685347-22659137-3,22659137,2023-04-11 20:35:56,5
9288822,9288822-22659137-28,22659137,2022-08-22 22:21:16,3
7485570,7485570-22659137-3,22659137,2022-09-02 15:36:54,5
9247263,9247263-22659137-3,22659137,2022-10-05 20:25:44,5
7327832,7327832-22659137-1,22659137,2020-12-19 23:21:21,1
9685345,9685345-22659137-3,22659137,2023-04-10 17:54:27,5
6678938,6678938-22659137-3,22659137,2022-12-08 12:41:38,5
9010224,9010224-22659137-3,22659137,2023-03-09 08:51:42,5
9505047,9505047-22659137-29,22659137,2023-03-22 22:33:33,4
9303185,9303185-22659137-3,22659137,2023-11-05 15:31:28,5
9238602,9238602-22659137-29,22659137,2023-01-22 22:34:20,4
9435212,9435212-22659137-3,22659137,2023-02-23 23:40:00,5
9577093,9577093-22659137-3,22659137,2023-02-16 22:34:34,5
8318242,8318242-22659137-3,22659137,2022-08-25 22:06:03,5
9706788,9706788-22659137-29,22659137,2023-04-19 21:47:29,4
6678438,6678438-22659137-3,22659137,2022-12-07 16:18:33,5
7620098,7620098-22659137-3,22659137,2022-10-23 22:46:46,5
9505051,9505051-22659137-3,22659137,2023-03-25 19:47:20,5
8355786,8355786-22659137-3,22659137,2023-01-28 21:45:40,5
9100823,9100823-22659137-3,22659137,2023-01-03 08:48:09,5
9160491,9160491-22659137-3,22659137,2022-12-22 13:52:41,5
8522047,8522047-22659137-3,22659137,2023-06-02 17:44:17,5
7620097,7620097-22659137-3,22659137,2022-10-23 10:54:28,5
9564638,9564638-22659137-29,22659137,2023-06-05 20:37:16,4
7620104,7620104-22659137-3,22659137,2022-10-28 21:23:29,5
8514936,8514936-22659137-27,22659137,2021-11-09 21:45:25,2
6690283,6690283-22659137-3,22659137,2022-12-05 12:32:26,5
9564626,9564626-22659137-3,22659137,2023-07-03 21:13:06,5
7485560,7485560-22659137-29,22659137,2022-09-02 15:39:00,4
9010225,9010225-22659137-3,22659137,2023-03-09 22:43:47,5
8324652,8324652-22659137-3,22659137,2023-01-28 19:26:54,5
6538598,6538598-22659137-29,22659137,2022-12-03 23:57:26,4
7110137,7110137-22659137-3,22659137,2022-12-30 12:40:49,5
9942689,9942689-22659137-28,22659137,2023-09-30 13:38:37,3
9217099,9217099-22659137-29,22659137,2023-04-16 12:43:01,4
6778619,6778619-22659137-3,22659137,2022-10-17 13:48:33,5
9435215,9435215-22659137-3,22659137,2023-02-27 21:29:00,5
9138254,9138254-22659137-3,22659137,2022-11-14 20:14:27,5
9590369,9590369-22659137-28,22659137,2023-04-07 18:44:49,3
9238603,9238603-22659137-29,22659137,2023-01-23 09:35:49,4
8791893,8791893-22659137-3,22659137,2022-11-09 23:00:49,5
9986638,9986638-22659137-3,22659137,2023-12-17 13:58:37,5
9288833,9288833-22659137-3,22659137,2022-08-24 09:44:59,5
9742979,9742979-22659137-3,22659137,2023-10-20 21:22:23,5
9685346,9685346-22659137-3,22659137,2023-04-10 17:54:52,5
7620102,7620102-22659137-3,22659137,2022-10-26 23:09:03,5
9607720,9607720-22659137-3,22659137,2023-04-03 09:16:02,5
6778620,6778620-22659137-3,22659137,2022-10-17 14:56:57,5
10002429,10002429-22659137-3,22659137,2023-09-24 22:00:00,5
9476218,9476218-22659137-3,22659137,2023-02-09 21:20:05,5
9068877,9068877-22659137-29,22659137,2023-04-22 12:18:56,4
9457880,9457880-22659137-29,22659137,2023-06-12 21:58:13,4
7485560,7485560-22659137-28,22659137,2022-09-02 15:35:39,3
9100820,9100820-22659137-3,22659137,2023-01-02 11:21:34,5
7485564,7485564-22659137-29,22659137,2022-09-02 15:38:57,4
9082152,9082152-22659137-3,22659137,2023-01-07 21:59:10,5
9986636,9986636-22659137-3,22659137,2023-12-03 14:06:02,5
9138258,9138258-22659137-3,22659137,2022-11-17 11:56:04,5
9082148,9082148-22659137-3,22659137,2023-01-05 14:16:36,5
9882277,9882277-22659137-29,22659137,2023-11-28 14:12:29,4
6610101,6610101-22659137-3,22659137,2022-12-04 13:40:31,5
9743653,9743653-22659137-29,22659137,2023-10-25 19:58:39,4
9743653,9743653-22659137-3,22659137,2023-10-25 19:58:56,5
9765175,9765175-22659137-29,22659137,2023-08-11 11:32:35,4
9765177,9765177-22659137-28,22659137,2023-08-11 11:32:10,3
9247265,9247265-22659137-28,22659137,2022-10-06 13:18:33,3
9882280,9882280-22659137-3,22659137,2023-11-30 19:18:11,5
9642554,9642554-22659137-29,22659137,2023-05-10 19:58:03,4
9797406,9797406-22659137-29,22659137,2023-06-13 20:44:39,4
7088256,7088256-22659137-3,22659137,2022-12-29 21:51:00,5
9577092,9577092-22659137-3,22659137,2023-02-15 21:48:03,5
9333705,9333705-22659137-29,22659137,2022-10-08 12:51:22,4
9642554,9642554-22659137-3,22659137,2023-05-10 19:58:05,5
9797411,9797411-22659137-3,22659137,2023-06-22 17:15:51,5
1199791,1199791-22659137-29,22659137,2023-12-30 13:35:12,4
660911,660911-22659137-3,22659137,2023-12-29 00:41:12,5
9100822,9100822-22659137-3,22659137,2023-01-02 14:35:28,5
9457880,9457880-22659137-28,22659137,2023-06-12 21:58:18,3
9743656,9743656-22659137-3,22659137,2023-10-26 20:50:05,5
10002431,10002431-22659137-3,22659137,2023-09-30 13:37:18,5
6636942,6636942-22659137-3,22659137,2022-12-05 12:29:20,5
9797405,9797405-22659137-29,22659137,2023-06-13 20:44:33,4
9303194,9303194-22659137-29,22659137,2023-11-15 14:07:38,4
9986635,9986635-22659137-3,22659137,2023-12-03 14:05:40,5
6576176,6576176-22659137-3,22659137,2022-12-28 23:19:12,5
9564629,9564629-22659137-3,22659137,2023-07-05 20:40:20,5
5692428,5692428-22659137-3,22659137,2021-11-09 21:47:17,5
9564625,9564625-22659137-3,22659137,2023-07-03 20:27:38,5
10002433,10002433-22659137-3,22659137,2023-10-06 12:15:32,5
9435218,9435218-22659137-3,22659137,2023-03-19 21:48:42,5
8830735,8830735-22659137-3,22659137,2023-02-01 21:22:44,5
7092410,7092410-22659137-27,22659137,2022-08-21 12:05:12,2
9564639,9564639-22659137-3,22659137,2023-06-05 20:38:17,5
6104952,6104952-22659137-3,22659137,2022-10-09 20:55:35,5
9082147,9082147-22659137-3,22659137,2023-01-04 22:52:09,5
5765513,5765513-22659137-3,22659137,2022-12-03 15:26:28,5
9079008,9079008-22659137-3,22659137,2023-05-03 22:16:11,5
9706785,9706785-22659137-3,22659137,2023-04-18 21:30:06,5
9435217,9435217-22659137-3,22659137,2023-03-17 23:02:05,5
9765173,9765173-22659137-3,22659137,2023-07-22 13:59:34,5
5755397,5755397-22659137-3,22659137,2022-12-02 20:25:56,5
1084221,1084221-22659137-3,22659137,2023-12-30 13:34:40,5
5765511,5765511-22659137-3,22659137,2022-12-02 21:22:16,5
6576181,6576181-22659137-3,22659137,2022-12-29 00:29:56,5
9010222,9010222-22659137-3,22659137,2023-03-07 23:02:31,5
9590369,9590369-22659137-29,22659137,2023-04-07 18:44:49,4
7070899,7070899-22659137-3,22659137,2022-12-29 21:50:30,5
9782583,9782583-22659137-3,22659137,2023-08-01 11:14:34,5
9577090,9577090-22659137-3,22659137,2023-02-11 12:34:05,5
7579002,7579002-22659137-3,22659137,2022-12-19 23:05:43,5
9882275,9882275-22659137-3,22659137,2023-11-22 12:47:24,5
9079003,9079003-22659137-29,22659137,2023-04-27 19:10:36,4
7192711,7192711-22659137-29,22659137,2023-06-22 14:43:47,4
5626064,5626064-22659137-3,22659137,2022-11-28 14:40:45,5
9706787,9706787-22659137-3,22659137,2023-04-19 18:32:40,5
9986640,9986640-22659137-3,22659137,2023-12-17 14:26:47,5
9685349,9685349-22659137-29,22659137,2023-04-12 19:57:16,4
6113564,6113564-22659137-3,22659137,2021-11-09 21:47:13,5
9435211,9435211-22659137-3,22659137,2023-02-23 22:28:14,5
9782582,9782582-22659137-3,22659137,2023-08-01 11:14:31,5
4919987,4919987-22659137-29,22659137,2022-10-20 23:14:39,4
9564631,9564631-22659137-3,22659137,2023-07-06 12:13:19,5
7485567,7485567-22659137-29,22659137,2022-09-02 15:38:54,4
9082151,9082151-22659137-3,22659137,2023-01-06 23:37:38,5
10002432,10002432-22659137-3,22659137,2023-10-01 20:20:14,5
9303193,9303193-22659137-3,22659137,2023-11-15 14:08:10,5
9354873,9354873-22659137-3,22659137,2023-02-11 11:30:51,5
9931637,9931637-22659137-3,22659137,2023-09-25 20:15:04,5
9564640,9564640-22659137-3,22659137,2023-06-06 21:39:02,5
8791889,8791889-22659137-29,22659137,2022-11-06 00:54:11,4
9607718,9607718-22659137-3,22659137,2023-03-28 20:51:14,5
8868132,8868132-22659137-3,22659137,2022-11-24 23:27:53,5
9005054,9005054-22659137-3,22659137,2022-12-31 12:09:26,5
8681177,8681177-22659137-3,22659137,2023-03-21 22:16:34,5
9476219,9476219-22659137-3,22659137,2023-02-09 21:20:08,5
6678940,6678940-22659137-3,22659137,2022-12-15 09:27:41,5
9607712,9607712-22659137-3,22659137,2023-03-26 13:21:22,5
8868133,8868133-22659137-3,22659137,2022-11-24 23:27:55,5
9247262,9247262-22659137-29,22659137,2022-10-03 21:45:09,4
8987962,8987962-22659137-29,22659137,2023-05-10 19:18:05,4
9765180,9765180-22659137-3,22659137,2023-08-31 12:29:57,5
9971637,9971637-22659137-3,22659137,2023-11-19 22:47:28,5
7578999,7578999-22659137-3,22659137,2022-12-17 23:33:09,5
9288823,9288823-22659137-3,22659137,2022-08-22 23:16:57,5
6172297,6172297-22659137-3,22659137,2022-10-11 21:09:51,5
9159818,9159818-22659137-3,22659137,2022-12-21 22:10:39,5
9685348,9685348-22659137-29,22659137,2023-04-11 21:03:08,4
8197081,8197081-22659137-3,22659137,2023-01-24 21:42:33,5
9642555,9642555-22659137-29,22659137,2023-05-26 20:02:00,4
8467162,8467162-22659137-3,22659137,2023-06-28 20:33:51,5
9931634,9931634-22659137-3,22659137,2023-09-07 11:10:25,5
9986638,9986638-22659137-29,22659137,2023-12-17 13:58:11,4
9079008,9079008-22659137-29,22659137,2023-05-03 22:16:12,4
9100821,9100821-22659137-3,22659137,2023-01-02 14:35:21,5
9435214,9435214-22659137-3,22659137,2023-02-27 21:28:32,5
7192711,7192711-22659137-28,22659137,2023-06-22 14:43:49,3
8791890,8791890-22659137-3,22659137,2022-11-08 16:18:09,5
9303195,9303195-22659137-3,22659137,2023-11-19 11:16:34,5
8829338,8829338-22659137-3,22659137,2022-10-03 09:50:00,5
9685345,9685345-22659137-29,22659137,2023-04-12 19:57:53,4
9160493,9160493-22659137-3,22659137,2022-12-23 15:47:58,5
8485174,8485174-22659137-3,22659137,2022-11-19 14:37:27,5
8791892,8791892-22659137-3,22659137,2022-11-08 20:58:49,5
9765175,9765175-22659137-28,22659137,2023-08-11 11:32:36,3
9564630,9564630-22659137-3,22659137,2023-07-05 21:48:31,5
9743651,9743651-22659137-28,22659137,2023-10-20 22:09:36,3
9082154,9082154-22659137-3,22659137,2023-01-09 13:15:17,5
4919990,4919990-22659137-3,22659137,2022-10-27 19:31:40,5
9160489,9160489-22659137-3,22659137,2022-12-22 10:57:13,5
9138257,9138257-22659137-3,22659137,2022-11-16 21:23:41,5
7110136,7110136-22659137-3,22659137,2022-12-30 12:09:25,5
9607715,9607715-22659137-3,22659137,2023-03-27 21:42:23,5
6647385,6647385-22659137-3,22659137,2022-12-05 22:35:24,5
9303192,9303192-22659137-3,22659137,2023-11-15 14:09:03,5
9079004,9079004-22659137-28,22659137,2023-04-27 20:09:35,3
6576139,6576139-22659137-3,22659137,2022-12-27 00:39:54,5
9765179,9765179-22659137-28,22659137,2023-08-28 12:16:03,3
5748834,5748834-22659137-3,22659137,2022-11-28 22:54:12,5
9743652,9743652-22659137-3,22659137,2023-10-25 19:58:36,5
9160494,9160494-22659137-3,22659137,2022-12-24 13:28:03,5
8320006,8320006-22659137-3,22659137,2023-11-01 22:10:11,5
9010223,9010223-22659137-3,22659137,2023-03-08 12:31:30,5
9577091,9577091-22659137-3,22659137,2023-02-12 21:20:32,5
9160490,9160490-22659137-3,22659137,2022-12-22 11:48:27,5
9505049,9505049-22659137-3,22659137,2023-03-24 13:49:05,5
9435216,9435216-22659137-3,22659137,2023-02-27 22:36:35,5
6538598,6538598-22659137-3,22659137,2022-12-03 23:57:24,5
9100817,9100817-22659137-3,22659137,2022-12-31 12:39:37,5
8830735,8830735-22659137-29,22659137,2023-02-01 21:22:45,4
9303189,9303189-22659137-3,22659137,2023-11-18 13:22:59,5
8514941,8514941-22659137-1,22659137,2021-11-09 21:46:06,1
9303191,9303191-22659137-3,22659137,2023-11-15 14:10:05,5
8514935,8514935-22659137-1,22659137,2021-11-09 21:45:18,1
8444132,8444132-22659137-3,22659137,2023-02-21 23:51:07,5
9931635,9931635-22659137-3,22659137,2023-09-07 11:10:11,5
9882277,9882277-22659137-3,22659137,2023-11-28 14:12:29,5
8868129,8868129-22659137-3,22659137,2022-11-23 09:59:58,5
9607717,9607717-22659137-3,22659137,2023-03-28 11:32:50,5
6104951,6104951-22659137-29,22659137,2022-10-09 14:03:08,4
7579004,7579004-22659137-3,22659137,2022-12-20 22:21:49,5
9505047,9505047-22659137-3,22659137,2023-03-22 22:33:30,5
9079003,9079003-22659137-28,22659137,2023-04-27 19:10:36,3
9288825,9288825-22659137-3,22659137,2022-08-23 00:09:08,5
5748838,5748838-22659137-3,22659137,2022-11-30 00:14:08,5
8580927,8580927-22659137-29,22659137,2022-09-05 18:46:16,4
7036615,7036615-22659137-3,22659137,2022-12-29 01:04:11,5
9138252,9138252-22659137-3,22659137,2022-11-13 22:16:26,5
9082155,9082155-22659137-3,22659137,2023-01-11 23:54:14,5
9706783,9706783-22659137-29,22659137,2023-04-17 20:14:07,4
9743658,9743658-22659137-3,22659137,2023-11-05 10:54:40,5
9759689,9759689-22659137-3,22659137,2023-09-08 09:09:04,5
9505050,9505050-22659137-3,22659137,2023-03-25 15:09:18,5
9607714,9607714-22659137-3,22659137,2023-03-27 21:40:38,5
9238600,9238600-22659137-3,22659137,2023-01-20 08:32:09,5
6172293,6172293-22659137-3,22659137,2022-10-10 12:35:20,5
9010228,9010228-22659137-3,22659137,2023-03-12 22:42:11,5
9607713,9607713-22659137-29,22659137,2023-03-26 22:23:50,4
9607713,9607713-22659137-3,22659137,2023-03-26 22:23:49,5
9247268,9247268-22659137-3,22659137,2022-10-07 12:56:29,5
9882278,9882278-22659137-3,22659137,2023-11-28 14:13:08,5
9238599,9238599-22659137-29,22659137,2023-01-19 13:27:50,4
9082149,9082149-22659137-3,22659137,2023-01-06 10:29:15,5
5001793,5001793-22659137-3,22659137,2022-10-27 20:47:23,5
9797407,9797407-22659137-29,22659137,2023-06-16 13:46:09,4
6778625,6778625-22659137-3,22659137,2022-10-20 13:31:48,5
9642558,9642558-22659137-3,22659137,2023-05-27 11:14:15,5
6778626,6778626-22659137-3,22659137,2022-10-20 23:11:34,5
9986637,9986637-22659137-28,22659137,2023-12-17 13:57:55,3
9079006,9079006-22659137-28,22659137,2023-05-01 12:27:54,3
9706788,9706788-22659137-3,22659137,2023-04-19 21:47:31,5
9079007,9079007-22659137-28,22659137,2023-05-03 22:16:01,3
8791891,8791891-22659137-3,22659137,2022-11-08 16:18:19,5
7579000,7579000-22659137-3,22659137,2022-12-18 10:38:28,5
6933995,6933995-22659137-3,22659137,2019-07-10 21:20:06,5
9010222,9010222-22659137-29,22659137,2023-03-07 23:02:35,4
7110139,7110139-22659137-3,22659137,2022-12-30 13:08:47,5
9882274,9882274-22659137-28,22659137,2023-11-18 13:24:31,3
8371186,8371186-22659137-3,22659137,2023-01-28 23:06:13,5
8759471,8759471-22659137-29,22659137,2023-01-17 08:32:08,4
6576173,6576173-22659137-3,22659137,2022-12-28 16:14:14,5
9564642,9564642-22659137-3,22659137,2023-06-10 11:59:24,5
9333705,9333705-22659137-3,22659137,2022-10-08 12:51:21,5
9476213,9476213-22659137-29,22659137,2023-02-01 21:23:02,4
1084211,1084211-22659137-3,22659137,2023-12-29 22:16:01,5
1084201,1084201-22659137-3,22659137,2023-12-29 22:15:29,5
9765177,9765177-22659137-29,22659137,2023-08-11 12:22:52,4
6778611,6778611-22659137-29,22659137,2022-10-14 20:48:34,4
6678437,6678437-22659137-3,22659137,2022-12-06 13:16:24,5
8868131,8868131-22659137-3,22659137,2022-11-24 23:27:50,5
9986639,9986639-22659137-29,22659137,2023-12-17 13:58:46,4
9238603,9238603-22659137-3,22659137,2023-01-23 09:35:50,5
9642556,9642556-22659137-29,22659137,2023-05-26 20:02:04,4
9685346,9685346-22659137-29,22659137,2023-04-12 19:57:54,4
9642557,9642557-22659137-29,22659137,2023-05-26 20:02:06,4
9303186,9303186-22659137-3,22659137,2023-11-19 10:51:47,5
9160492,9160492-22659137-3,22659137,2022-12-23 01:10:27,5
9247264,9247264-22659137-3,22659137,2022-10-05 20:24:15,5
9010226,9010226-22659137-3,22659137,2023-03-10 22:42:30,5
9288833,9288833-22659137-29,22659137,2022-08-24 09:44:57,4
9743654,9743654-22659137-3,22659137,2023-10-26 20:49:59,5
7485570,7485570-22659137-29,22659137,2022-09-02 15:38:50,4
8791894,8791894-22659137-3,22659137,2022-11-11 08:15:13,5
8791889,8791889-22659137-3,22659137,2022-11-06 00:54:13,5
8324651,8324651-22659137-3,22659137,2023-01-26 21:19:03,5
8522047,8522047-22659137-29,22659137,2023-06-02 17:44:18,4
